,Product Title,Brand,Type,Variant Name,Color HEX,Color RGB,Season 1 Name,Season 1 Percent,S1 Closest Color,Season 2 Name,Season 2 Percent,S2 Closest Color,Product URL,R,G,B,Tone,Tone_Label,Predicted_Tone_Label,Predicted_Tone
161,Luminous  Creamy Foundation,wardah,foundation & cussion,Sheer Pink,#d0af9e,"(208, 175, 158)",autumn soft,58.65899531941142,"[222.0, 193.0, 182.0]",spring clear,41.34100468058858,"[193.0, 190.0, 184.0]",https://www.wardahbeauty.com/id/product/make-up/luminous-creamy-foundation?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=7,208,175,158,medium_tan,2,2,medium_tan
162,Luminous  Creamy Foundation,wardah,foundation & cussion,Light Beige,#dabb9d,"(218, 187, 157)",summer soft,54.62549062906238,"[197.0, 121.0, 125.0]",autumn warm,45.37450937093763,"[217.0, 159.0, 113.0]",https://www.wardahbeauty.com/id/product/make-up/luminous-creamy-foundation?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=7,218,187,157,medium_tan,2,2,medium_tan
163,Luminous  Creamy Foundation,wardah,foundation & cussion,Beige,#bc9480,"(188, 148, 128)",summer soft,52.18626373889976,"[197.0, 121.0, 125.0]",winter cool,47.81373626110023,"[167.0, 167.0, 167.0]",https://www.wardahbeauty.com/id/product/make-up/luminous-creamy-foundation?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=7,188,148,128,medium_tan,2,2,medium_tan
164,Luminous  Creamy Foundation,wardah,foundation & cussion,Natural,#b89789,"(184, 151, 137)",spring light,53.86034660866488,"[239.0, 239.0, 234.0]",winter cool,46.13965339133512,"[255.0, 233.0, 242.0]",https://www.wardahbeauty.com/id/product/make-up/luminous-creamy-foundation?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=7,184,151,137,medium_tan,2,2,medium_tan
165,BB Cake Powder Wardah,wardah,powder,Light,#f9e4d3,"(249, 228, 211)",spring clear,52.21870918551807,"[255.0, 191.0, 218.0]",summer soft,47.78129081448193,"[255.0, 246.0, 183.0]",https://www.wardahbeauty.com/id/product/make-up/lightening-bb-cake-powder?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=7,249,228,211,fair_light,1,1,fair_light
166,BB Cake Powder Wardah,wardah,powder,Sheer Pink,#f7d9c9,"(247, 217, 201)",autumn soft,50.26184211995137,"[222.0, 193.0, 182.0]",summer soft,49.73815788004862,"[255.0, 246.0, 183.0]",https://www.wardahbeauty.com/id/product/make-up/lightening-bb-cake-powder?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=7,247,217,201,fair_light,1,1,fair_light
167,BB Cake Powder Wardah,wardah,powder,Natural,#fad4bc,"(250, 212, 188)",summer soft,51.9425829877568,"[255.0, 246.0, 183.0]",spring clear,48.05741701224319,"[255.0, 191.0, 218.0]",https://www.wardahbeauty.com/id/product/make-up/lightening-bb-cake-powder?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=7,250,212,188,fair_light,1,1,fair_light
168,Luminous Compact Powder,wardah,powder,Light Beige,#f8d8c2,"(248, 216, 194)",autumn soft,56.54111870124877,"[222.0, 193.0, 182.0]",spring light,43.45888129875122,"[255.0, 176.0, 146.0]",https://www.wardahbeauty.com/id/product/make-up/luminous-compact-powder?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=7,248,216,194,fair_light,1,1,fair_light
169,Luminous Compact Powder,wardah,powder,Beige,#e2ba9e,"(226, 186, 158)",autumn soft,58.04377884256724,"[222.0, 193.0, 182.0]",spring light,41.95622115743277,"[255.0, 241.0, 166.0]",https://www.wardahbeauty.com/id/product/make-up/luminous-compact-powder?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=7,226,186,158,medium_tan,2,2,medium_tan
170,Luminous Compact Powder,wardah,powder,Ivory,#f0d2af,"(240, 210, 175)",spring light,56.73699023790253,"[255.0, 176.0, 146.0]",spring clear,43.26300976209746,"[253.0, 167.0, 165.0]",https://www.wardahbeauty.com/id/product/make-up/luminous-compact-powder?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=7,240,210,175,fair_light,1,1,fair_light
171,Luminous Compact Powder,wardah,powder,Natural,#e9be95,"(233, 190, 149)",autumn soft,63.56188050145644,"[222.0, 193.0, 182.0]",spring clear,36.43811949854357,"[193.0, 190.0, 184.0]",https://www.wardahbeauty.com/id/product/make-up/luminous-compact-powder?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=7,233,190,149,medium_tan,2,2,medium_tan
172,Wardah Luminous Face Powder,wardah,powder,Light Beige,#d4bfb0,"(212, 191, 176)",autumn soft,53.80316105250038,"[222.0, 193.0, 182.0]",spring clear,46.19683894749963,"[193.0, 190.0, 184.0]",https://www.wardahbeauty.com/id/product/make-up/luminous-face-powder?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=7,212,191,176,medium_tan,2,2,medium_tan
173,Wardah Luminous Face Powder,wardah,powder,Beige,#d4b3a0,"(212, 179, 160)",autumn soft,60.87789586370494,"[222.0, 193.0, 182.0]",spring clear,39.12210413629506,"[193.0, 190.0, 184.0]",https://www.wardahbeauty.com/id/product/make-up/luminous-face-powder?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=7,212,179,160,medium_tan,2,2,medium_tan
174,Wardah Luminous Face Powder,wardah,powder,Ivory,#d8bfa3,"(216, 191, 163)",summer soft,57.95899602956761,"[197.0, 121.0, 125.0]",autumn warm,42.04100397043238,"[217.0, 159.0, 113.0]",https://www.wardahbeauty.com/id/product/make-up/luminous-face-powder?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=7,216,191,163,medium_tan,2,2,medium_tan
175,Wardah Luminous Face Powder,wardah,powder,Natural,#bb8d71,"(187, 141, 113)",autumn soft,62.3529640090353,"[222.0, 193.0, 182.0]",spring clear,37.6470359909647,"[255.0, 191.0, 218.0]",https://www.wardahbeauty.com/id/product/make-up/luminous-face-powder?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=7,187,141,113,medium_tan,2,2,medium_tan
176,Luminous Liquid Foundation,wardah,foundation & cussion,Natural White,#ecd2be,"(236, 210, 190)",autumn soft,60.10297724771725,"[222.0, 193.0, 182.0]",spring light,39.89702275228274,"[255.0, 241.0, 166.0]",https://www.wardahbeauty.com/id/product/make-up/luminous-liquid-foundation?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=8,236,210,190,fair_light,1,1,fair_light
177,Luminous Liquid Foundation,wardah,foundation & cussion,Beige,#edcea5,"(237, 206, 165)",autumn soft,58.18299186186329,"[222.0, 193.0, 182.0]",spring light,41.81700813813672,"[255.0, 241.0, 166.0]",https://www.wardahbeauty.com/id/product/make-up/luminous-liquid-foundation?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=8,237,206,165,fair_light,1,1,fair_light
178,Luminous Liquid Foundation,wardah,foundation & cussion,Light Beige,#f0cea6,"(240, 206, 166)",autumn warm,71.63601035579272,"[217.0, 159.0, 113.0]",autumn soft,28.36398964420727,"[224.0, 134.0, 127.0]",https://www.wardahbeauty.com/id/product/make-up/luminous-liquid-foundation?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=8,240,206,166,fair_light,1,1,fair_light
179,Luminous Liquid Foundation,wardah,foundation & cussion,Natural,#cba76a,"(203, 167, 106)",autumn soft,51.99991219212981,"[222.0, 193.0, 182.0]",spring clear,48.00008780787019,"[193.0, 190.0, 184.0]",https://www.wardahbeauty.com/id/product/make-up/luminous-liquid-foundation?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=8,203,167,106,medium_tan,2,2,medium_tan
180,Luminous  Creamy Foundation Extra Cover,wardah,foundation & cussion,Sheer Pink,#d2b1a1,"(210, 177, 161)",autumn warm,57.34431918886958,"[217.0, 159.0, 113.0]",spring light,42.65568081113042,"[255.0, 176.0, 146.0]",https://www.wardahbeauty.com/id/product/make-up/luminous-creamy-foundation-extra-cover?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=8,210,177,161,medium_tan,2,2,medium_tan
181,Luminous  Creamy Foundation Extra Cover,wardah,foundation & cussion,Light Beige,#d4b08c,"(212, 176, 140)",summer soft,50.30409465360397,"[197.0, 121.0, 125.0]",autumn warm,49.69590534639603,"[217.0, 159.0, 113.0]",https://www.wardahbeauty.com/id/product/make-up/luminous-creamy-foundation-extra-cover?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=8,212,176,140,medium_tan,2,2,medium_tan
182,Luminous  Creamy Foundation Extra Cover,wardah,foundation & cussion,Beige,#be9985,"(190, 153, 133)",summer soft,57.31849202512044,"[197.0, 121.0, 125.0]",autumn warm,42.68150797487957,"[217.0, 159.0, 113.0]",https://www.wardahbeauty.com/id/product/make-up/luminous-creamy-foundation-extra-cover?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=8,190,153,133,medium_tan,2,2,medium_tan
183,Luminous  Creamy Foundation Extra Cover,wardah,foundation & cussion,Natural,#b79384,"(183, 147, 132)",autumn soft,62.04208341606399,"[222.0, 193.0, 182.0]",spring clear,37.95791658393603,"[193.0, 190.0, 184.0]",https://www.wardahbeauty.com/id/product/make-up/luminous-creamy-foundation-extra-cover?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=8,183,147,132,medium_tan,2,2,medium_tan
184,BB Cream Every Day,wardah,face,Light ,#dbc6a1,"(219, 198, 161)",summer light,53.43005802561977,"[164.0, 104.0, 114.0]",summer soft,46.56994197438021,"[197.0, 121.0, 125.0]",https://www.wardahbeauty.com/id/product/make-up/bb-cream-every-day?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=8,219,198,161,medium_tan,2,1,fair_light
185,BB Cream Every Day,wardah,face,Natural,#ad8266,"(173, 130, 102)",spring light,55.13981695433696,"[255.0, 176.0, 146.0]",spring clear,44.86018304566305,"[253.0, 167.0, 165.0]",https://www.wardahbeauty.com/id/product/make-up/bb-cream-every-day?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=8,173,130,102,dark_deep,0,0,dark_deep
186,Exclusive Creamy Foundation,wardah,foundation & cussion,Light Beige,#e9b396,"(233, 179, 150)",spring light,60.82160188776334,"[255.0, 176.0, 146.0]",spring clear,39.17839811223666,"[253.0, 167.0, 165.0]",https://www.wardahbeauty.com/id/product/make-up/exclusive-creamy-foundation?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=8,233,179,150,medium_tan,2,2,medium_tan
187,Exclusive Creamy Foundation,wardah,foundation & cussion,Sheer Pink,#eeab8d,"(238, 171, 141)",autumn warm,55.86868620888261,"[217.0, 159.0, 113.0]",spring light,44.1313137911174,"[255.0, 176.0, 146.0]",https://www.wardahbeauty.com/id/product/make-up/exclusive-creamy-foundation?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=8,238,171,141,medium_tan,2,2,medium_tan
188,Exclusive Creamy Foundation,wardah,foundation & cussion,Sandy Beige,#dea98a,"(222, 169, 138)",autumn warm,55.68099592314575,"[217.0, 159.0, 113.0]",autumn soft,44.31900407685425,"[224.0, 134.0, 127.0]",https://www.wardahbeauty.com/id/product/make-up/exclusive-creamy-foundation?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=8,222,169,138,medium_tan,2,2,medium_tan
189,Exclusive Creamy Foundation,wardah,foundation & cussion,Natural,#d5a28a,"(213, 162, 138)",summer soft,53.44379198258948,"[197.0, 121.0, 125.0]",summer light,46.55620801741053,"[164.0, 104.0, 114.0]",https://www.wardahbeauty.com/id/product/make-up/exclusive-creamy-foundation?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=8,213,162,138,medium_tan,2,2,medium_tan
190,Exclusive Creamy Foundation,wardah,foundation & cussion,Coffee Beige,#b2846c,"(178, 132, 108)",autumn soft,72.16525144852184,"[222.0, 193.0, 182.0]",spring light,27.83474855147816,"[253.0, 171.0, 187.0]",https://www.wardahbeauty.com/id/product/make-up/exclusive-creamy-foundation?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=8,178,132,108,medium_tan,2,2,medium_tan
191,Exclusive Liquid Foundation,wardah,foundation & cussion,Light Beige,#e8caaf,"(232, 202, 175)",autumn soft,57.12791457694883,"[222.0, 193.0, 182.0]",spring clear,42.87208542305117,"[253.0, 167.0, 165.0]",https://www.wardahbeauty.com/id/product/make-up/exclusive-liquid-foundation?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=8,232,202,175,fair_light,1,1,fair_light
192,Exclusive Liquid Foundation,wardah,foundation & cussion,Sheer Pink,#e9b9a7,"(233, 185, 167)",autumn soft,61.45834787322251,"[222.0, 193.0, 182.0]",spring clear,38.54165212677751,"[253.0, 167.0, 165.0]",https://www.wardahbeauty.com/id/product/make-up/exclusive-liquid-foundation?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=8,233,185,167,fair_light,1,1,fair_light
193,Exclusive Liquid Foundation,wardah,foundation & cussion,Sandy Beige,#ecc5a6,"(236, 197, 166)",autumn soft,53.83517327743959,"[222.0, 193.0, 182.0]",spring light,46.16482672256041,"[255.0, 176.0, 146.0]",https://www.wardahbeauty.com/id/product/make-up/exclusive-liquid-foundation?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=8,236,197,166,fair_light,1,1,fair_light
194,Exclusive Liquid Foundation,wardah,foundation & cussion,Natural,#dfbb99,"(223, 187, 153)",autumn warm,64.65925327532459,"[217.0, 159.0, 113.0]",autumn soft,35.34074672467541,"[224.0, 134.0, 127.0]",https://www.wardahbeauty.com/id/product/make-up/exclusive-liquid-foundation?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=8,223,187,153,medium_tan,2,2,medium_tan
195,Exclusive Liquid Foundation,wardah,foundation & cussion,Coffee Beige,#d5aa82,"(213, 170, 130)",autumn soft,72.16525144852184,"[222.0, 193.0, 182.0]",spring light,27.83474855147816,"[253.0, 171.0, 187.0]",https://www.wardahbeauty.com/id/product/make-up/exclusive-liquid-foundation?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=8,213,170,130,medium_tan,2,2,medium_tan
196,Exclusive Two Way Cake,wardah,face,Light Beige,#e8caaf,"(232, 202, 175)",autumn soft,57.12791457694883,"[222.0, 193.0, 182.0]",spring clear,42.87208542305117,"[253.0, 167.0, 165.0]",https://www.wardahbeauty.com/id/product/make-up/exclusive-two-way-cake?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=8,232,202,175,fair_light,1,1,fair_light
197,Exclusive Two Way Cake,wardah,face,Sheer Pink,#e9b9a7,"(233, 185, 167)",autumn soft,61.45834787322251,"[222.0, 193.0, 182.0]",spring clear,38.54165212677751,"[253.0, 167.0, 165.0]",https://www.wardahbeauty.com/id/product/make-up/exclusive-two-way-cake?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=8,233,185,167,fair_light,1,1,fair_light
198,Exclusive Two Way Cake,wardah,face,Sandy Beige,#ecc5a6,"(236, 197, 166)",autumn soft,53.83517327743959,"[222.0, 193.0, 182.0]",spring light,46.16482672256041,"[255.0, 176.0, 146.0]",https://www.wardahbeauty.com/id/product/make-up/exclusive-two-way-cake?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=8,236,197,166,fair_light,1,1,fair_light
199,Exclusive Two Way Cake,wardah,face,Natural,#dfbb99,"(223, 187, 153)",autumn warm,64.65925327532459,"[217.0, 159.0, 113.0]",autumn soft,35.34074672467541,"[224.0, 134.0, 127.0]",https://www.wardahbeauty.com/id/product/make-up/exclusive-two-way-cake?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=8,223,187,153,medium_tan,2,2,medium_tan
200,Exclusive Two Way Cake,wardah,face,Coffee Beige,#d5aa82,"(213, 170, 130)",summer soft,57.15462502213119,"[255.0, 246.0, 183.0]",spring light,42.84537497786881,"[239.0, 239.0, 234.0]",https://www.wardahbeauty.com/id/product/make-up/exclusive-two-way-cake?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=8,213,170,130,medium_tan,2,2,medium_tan
201,Wardah Lightening BB Cream,wardah,face,Light,#f7ebcb,"(247, 235, 203)",spring light,53.33147425634587,"[255.0, 176.0, 146.0]",autumn soft,46.66852574365413,"[222.0, 193.0, 182.0]",https://www.wardahbeauty.com/id/product/make-up/wardah-lightening-bb-cream?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=8,247,235,203,fair_light,1,1,fair_light
202,Wardah Lightening BB Cream,wardah,face,Natural,#ecca95,"(236, 202, 149)",summer cool ,50.0,"[152.0, 42.0, 85.0]",winter deep,50.0,"[152.0, 42.0, 85.0]",https://www.wardahbeauty.com/id/product/make-up/wardah-lightening-bb-cream?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=8,236,202,149,fair_light,1,1,fair_light
203,Wardah Everyday Cheek & Liptint,wardah,lip,Red Set Glow,#a73e5c,"(167, 62, 92)",summer soft,64.66024666389659,"[228.0, 106.0, 154.0]",autumn soft,35.33975333610342,"[224.0, 134.0, 127.0]",https://www.wardahbeauty.com/id/product/make-up/wardah-everyday-cheek-liptint?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=9,167,62,92,dark_deep,0,0,dark_deep
204,Wardah Everyday Cheek & Liptint,wardah,lip,Pink On Point,#d9799f,"(217, 121, 159)",summer soft,76.0968829059875,"[228.0, 106.0, 154.0]",summer soft,23.9031170940125,"[197.0, 121.0, 125.0]",https://www.wardahbeauty.com/id/product/make-up/wardah-everyday-cheek-liptint?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=9,217,121,159,medium_tan,2,2,medium_tan
205,Wardah Everyday Cheek & Liptint,wardah,lip,My Baerry,#da66a5,"(218, 102, 165)",autumn soft,60.22482471444246,"[167.0, 85.0, 47.0]",summer cool ,39.77517528555754,"[208.0, 49.0, 79.0]",https://www.wardahbeauty.com/id/product/make-up/wardah-everyday-cheek-liptint?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=9,218,102,165,medium_tan,2,2,medium_tan
206,Wardah Long Lasting Lipstick,wardah,lip,Fabulous Peach,#b45148,"(180, 81, 72)",autumn soft,56.64519025162772,"[224.0, 134.0, 127.0]",summer soft,43.35480974837228,"[197.0, 121.0, 125.0]",https://www.wardahbeauty.com/id/product/make-up/wardah-long-lasting-lipstick?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=9,180,81,72,dark_deep,0,0,dark_deep
207,Wardah Long Lasting Lipstick,wardah,lip,Pink Sorbet,#d87e72,"(216, 126, 114)",summer cool ,50.0,"[152.0, 42.0, 85.0]",winter deep,50.0,"[152.0, 42.0, 85.0]",https://www.wardahbeauty.com/id/product/make-up/wardah-long-lasting-lipstick?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=9,216,126,114,medium_tan,2,2,medium_tan
208,Wardah Long Lasting Lipstick,wardah,lip,Simply Brown,#ac4b56,"(172, 75, 86)",summer soft,57.67815252436464,"[177.0, 89.0, 123.0]",summer light,42.32184747563537,"[164.0, 104.0, 114.0]",https://www.wardahbeauty.com/id/product/make-up/wardah-long-lasting-lipstick?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=9,172,75,86,dark_deep,0,0,dark_deep
209,Wardah Long Lasting Lipstick,wardah,lip,Antique Pink,#ae4768,"(174, 71, 104)",winter clear,52.73210405972621,"[194.0, 31.0, 90.0]",winter deep,47.26789594027379,"[198.0, 31.0, 87.0]",https://www.wardahbeauty.com/id/product/make-up/wardah-long-lasting-lipstick?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=9,174,71,104,dark_deep,0,0,dark_deep
210,Wardah Long Lasting Lipstick,wardah,lip,Fuschia Fever,#c42b60,"(196, 43, 96)",summer cool ,56.02249420768257,"[208.0, 49.0, 79.0]",winter clear,43.97750579231743,"[194.0, 31.0, 90.0]",https://www.wardahbeauty.com/id/product/make-up/wardah-long-lasting-lipstick?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=9,196,43,96,dark_deep,0,0,dark_deep
211,Wardah Long Lasting Lipstick,wardah,lip,Delicate Pink,#bc4158,"(188, 65, 88)",winter clear,52.73210405972621,"[194.0, 31.0, 90.0]",winter deep,47.26789594027379,"[198.0, 31.0, 87.0]",https://www.wardahbeauty.com/id/product/make-up/wardah-long-lasting-lipstick?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=9,188,65,88,dark_deep,0,0,dark_deep
212,Wardah Long Lasting Lipstick,wardah,lip,Rapsberry Hip,#c42b60,"(196, 43, 96)",autumn warm,71.46784547454584,"[156.0, 35.0, 53.0]",summer cool ,28.53215452545416,"[152.0, 42.0, 85.0]",https://www.wardahbeauty.com/id/product/make-up/wardah-long-lasting-lipstick?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=9,196,43,96,dark_deep,0,0,dark_deep
213,Wardah Long Lasting Lipstick,wardah,lip,Red Velvet,#a61a39,"(166, 26, 57)",autumn warm,74.75216704263244,"[156.0, 35.0, 53.0]",summer cool ,25.24783295736757,"[152.0, 42.0, 85.0]",https://www.wardahbeauty.com/id/product/make-up/wardah-long-lasting-lipstick?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=9,166,26,57,dark_deep,0,0,dark_deep
214,Wardah Long Lasting Lipstick,wardah,lip,Vibrant Red,#a02e33,"(160, 46, 51)",autumn warm,59.38502388788226,"[133.0, 67.0, 35.0]",autumn deep,40.61497611211774,"[95.0, 46.0, 22.0]",https://www.wardahbeauty.com/id/product/make-up/wardah-long-lasting-lipstick?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=9,160,46,51,dark_deep,0,0,dark_deep
215,Wardah Long Lasting Lipstick,wardah,lip,Stylish Mocca,#7d2d28,"(125, 45, 40)",autumn deep,62.8775378461637,"[95.0, 46.0, 22.0]",autumn deep,37.1224621538363,"[89.0, 61.0, 56.0]",https://www.wardahbeauty.com/id/product/make-up/wardah-long-lasting-lipstick?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=9,125,45,40,dark_deep,0,0,dark_deep
216,Wardah Long Lasting Lipstick,wardah,lip,Cherrie Glam,#6d1821,"(109, 24, 33)",autumn warm,68.14497449868446,"[156.0, 35.0, 53.0]",summer cool ,31.85502550131553,"[152.0, 42.0, 85.0]",https://www.wardahbeauty.com/id/product/make-up/wardah-long-lasting-lipstick?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=9,109,24,33,dark_deep,0,0,dark_deep
217,Wardah Long Lasting Lipstick,wardah,lip,Lustrous Red,#951b3d,"(149, 27, 61)",autumn soft,51.40031470066657,"[167.0, 85.0, 47.0]",summer light,48.59968529933343,"[164.0, 104.0, 114.0]",https://www.wardahbeauty.com/id/product/make-up/wardah-long-lasting-lipstick?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=9,149,27,61,dark_deep,0,0,dark_deep
218,Wardah Long Lasting Lipstick,wardah,lip,Classic Brown,#ac5a51,"(172, 90, 81)",winter clear,52.58831283095356,"[194.0, 31.0, 90.0]",winter deep,47.41168716904644,"[198.0, 31.0, 87.0]",https://www.wardahbeauty.com/id/product/make-up/wardah-long-lasting-lipstick?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=9,172,90,81,dark_deep,0,0,dark_deep
219,Wardah Long Lasting Lipstick,wardah,lip,Violet Pink,#af1f4f,"(175, 31, 79)",autumn warm,65.10259616875406,"[156.0, 35.0, 53.0]",summer cool ,34.89740383124592,"[152.0, 42.0, 85.0]",https://www.wardahbeauty.com/id/product/make-up/wardah-long-lasting-lipstick?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=9,175,31,79,dark_deep,0,0,dark_deep
220,Wardah Long Lasting Lipstick,wardah,lip,Rouge Red,#8d1335,"(141, 19, 53)",autumn warm,52.3201321514921,"[133.0, 67.0, 35.0]",autumn warm,47.6798678485079,"[156.0, 35.0, 53.0]",https://www.wardahbeauty.com/id/product/make-up/wardah-long-lasting-lipstick?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=9,141,19,53,dark_deep,0,0,dark_deep
221,Wardah Long Lasting Lipstick,wardah,lip,Smooth Latte,#832d2f,"(131, 45, 47)",autumn warm,54.51036875390572,"[156.0, 35.0, 53.0]",autumn warm,45.48963124609429,"[199.0, 28.0, 0.0]",https://www.wardahbeauty.com/id/product/make-up/wardah-long-lasting-lipstick?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=9,131,45,47,dark_deep,0,0,dark_deep
222,Wardah Long Lasting Lipstick,wardah,lip,Passionate Red,#b80a29,"(184, 10, 41)",autumn warm,71.97706697541703,"[156.0, 35.0, 53.0]",autumn warm,28.02293302458295,"[133.0, 67.0, 35.0]",https://www.wardahbeauty.com/id/product/make-up/wardah-long-lasting-lipstick?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=9,184,10,41,dark_deep,0,0,dark_deep
223,Wardah Long Lasting Lipstick,wardah,lip,Sunset Orange,#9e2727,"(158, 39, 39)",autumn soft,64.79980685683306,"[167.0, 85.0, 47.0]",autumn warm,35.20019314316693,"[156.0, 35.0, 53.0]",https://www.wardahbeauty.com/id/product/make-up/wardah-long-lasting-lipstick?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=9,158,39,39,dark_deep,0,0,dark_deep
224,Wardah Long Lasting Lipstick,wardah,lip,Sunrise Nude,#a6453a,"(166, 69, 58)",autumn soft,57.48500614115504,"[224.0, 134.0, 127.0]",autumn warm,42.51499385884496,"[217.0, 159.0, 113.0]",https://www.wardahbeauty.com/id/product/make-up/wardah-long-lasting-lipstick?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=9,166,69,58,dark_deep,0,0,dark_deep
225,Wardah Exclusive Blush On,wardah,cheek,Rosy Pink,#d69495,"(214, 148, 149)",autumn soft,54.92471498546825,"[224.0, 134.0, 127.0]",spring light,45.07528501453175,"[255.0, 176.0, 146.0]",https://www.wardahbeauty.com/id/product/make-up/exclusive-blush-on?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=9,214,148,149,medium_tan,2,2,medium_tan
226,Wardah Exclusive Blush On,wardah,cheek,Coral Peach,#e59b90,"(229, 155, 144)",summer soft,61.20406583964785,"[228.0, 106.0, 154.0]",spring light,38.79593416035216,"[253.0, 107.0, 122.0]",https://www.wardahbeauty.com/id/product/make-up/exclusive-blush-on?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=9,229,155,144,medium_tan,2,2,medium_tan
227,Wardah Exclusive Matte Lipstik,wardah,lip,Pink,#f67599,"(246, 117, 153)",winter deep,59.66428831011898,"[205.0, 52.0, 135.0]",winter clear,40.33571168988102,"[255.0, 48.0, 151.0]",https://www.wardahbeauty.com/id/product/make-up/exclusive-matte-lipstick?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=9,246,117,153,medium_tan,2,2,medium_tan
228,Wardah Exclusive Matte Lipstik,wardah,lip,Magenta,#e24585,"(226, 69, 133)",autumn warm,68.6586122816906,"[156.0, 35.0, 53.0]",summer cool ,31.34138771830941,"[152.0, 42.0, 85.0]",https://www.wardahbeauty.com/id/product/make-up/exclusive-matte-lipstick?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=9,226,69,133,medium_tan,2,2,medium_tan
